Graph Root,Average Size,Standard Deviation,Name,Percentage
975,1.7045454545454546,0.8234794431160212,Scaffold-1,0.3
978,1.4651162790697674,0.7351331984685409,Scaffold-1,0.3
982,3.260869565217391,4.887329571265299,Scaffold-1,0.3
988,1.5813953488372092,0.7632186898584704,Scaffold-1,0.3
989,1.62,0.752953368748825,Scaffold-1,0.3
991,1.0,0.0,Scaffold-1,0.3
993,2.603448275862069,5.4061032928595765,Scaffold-1,0.3
997,1.0,0.0,Scaffold-1,0.3
999,1.4594594594594594,0.6909974511367444,Scaffold-1,0.3
1000,1.125,0.3535533905932738,Scaffold-1,0.3
1002,1.2564102564102564,0.44235903005475674,Scaffold-1,0.3
1005,5.982142857142857,11.895745719952417,Scaffold-1,0.3
1006,2.1636363636363636,1.2585064099313854,Scaffold-1,0.3
1009,1.1891891891891893,0.3970612769556578,Scaffold-1,0.3
1010,1.3962264150943395,0.4937931146320847,Scaffold-1,0.3
1014,1.3,0.4640954808922571,Scaffold-1,0.3
1016,2.5833333333333335,5.372366223609454,Scaffold-1,0.3
1017,1.8225806451612903,1.0326504740648998,Scaffold-1,0.3
1019,1.2,0.40583972495671394,Scaffold-1,0.3
1020,1.6274509803921569,0.7200217861627658,Scaffold-1,0.3
1023,1.0,0.0,Scaffold-1,0.3
1024,1.0,0.0,Scaffold-1,0.3
1025,3.540983606557377,7.566535469843081,Scaffold-1,0.3
1027,1.1153846153846154,0.43145549730400484,Scaffold-1,0.3
1031,1.0,0.0,Scaffold-1,0.3
1038,1.84,0.8889342392059454,Scaffold-1,0.3
1040,17.857142857142858,14.915037154943105,Scaffold-1,0.3
1043,1.1,0.5477225575051661,Scaffold-1,0.3
1044,1.3414634146341464,0.4800914547021732,Scaffold-1,0.3
1046,4.444444444444445,8.231192213314259,Scaffold-1,0.3
1050,1.4523809523809523,0.5500501508124754,Scaffold-1,0.3
1053,1.3529411764705883,0.4826397999239062,Scaffold-1,0.3
1056,2.018867924528302,2.248850698243403,Scaffold-1,0.3
1059,1.2121212121212122,0.4151487502672806,Scaffold-1,0.3
1061,9.0,11.157956802210698,Scaffold-1,0.3
1063,1.4901960784313726,0.5048781642974013,Scaffold-1,0.3
1071,1.0,0.0,Scaffold-1,0.3
1075,1.2352941176470589,0.4305615452020462,Scaffold-1,0.3
1076,1.9245283018867925,0.8514480110551398,Scaffold-1,0.3
1079,1.1428571428571428,0.37796447300922725,Scaffold-1,0.3
1086,15.692307692307692,9.40283324331067,Scaffold-1,0.3
1090,8.272727272727273,11.154289839258338,Scaffold-1,0.3
1091,1.3478260869565217,0.6400483073556186,Scaffold-1,0.3
1097,1.0,0.0,Scaffold-1,0.3
1108,4.3,8.476816044742876,Scaffold-1,0.3
1111,1.0,0.0,Scaffold-1,0.3
1115,3.473684210526316,2.8745709061939735,Scaffold-1,0.3
1116,5.384615384615385,10.219462105782446,Scaffold-1,0.3
1118,1.0,0.0,Scaffold-1,0.3
1122,1.3846153846153846,0.4912507507890747,Scaffold-1,0.3
1123,1.0,0.0,Scaffold-1,0.3
1125,1.5714285714285714,0.7696327012111162,Scaffold-1,0.3
1129,1.3076923076923077,0.467571900119518,Scaffold-1,0.3
1132,1.2765957446808511,0.45215078571752676,Scaffold-1,0.3
1139,8.788461538461538,9.032265775413574,Scaffold-1,0.3
1143,1.3181818181818181,0.5181688363048743,Scaffold-1,0.3
1144,1.0,0.0,Scaffold-1,0.3
1146,1.509090909090909,0.6345814389765925,Scaffold-1,0.3
1147,1.4528301886792452,0.5025334943237828,Scaffold-1,0.3
1149,1.0769230769230769,0.39223227027636803,Scaffold-1,0.3
1150,2.019607843137255,2.6794790245749747,Scaffold-1,0.3
1152,1.75,0.7762500258061847,Scaffold-1,0.3
1166,5.857142857142857,7.596600116718881,Scaffold-1,0.3
1168,1.5121951219512195,0.5060608273474739,Scaffold-1,0.3
1169,1.0,0.0,Scaffold-1,0.3
1174,1.8333333333333333,1.4373718154496615,Scaffold-1,0.3
1177,1.0,0.0,Scaffold-1,0.3
1186,1.0,0.0,Scaffold-1,0.3
1191,1.9830508474576272,1.4322820641071585,Scaffold-1,0.3
1195,1.0434782608695652,0.2085144140570748,Scaffold-1,0.3
1201,1.0,0.0,Scaffold-1,0.3
1212,1.162162162162162,0.6877303054053768,Scaffold-1,0.3
1214,1.0,0.0,Scaffold-1,0.3
1217,1.3265306122448979,0.5911766199016731,Scaffold-1,0.3
1230,1.3076923076923077,0.4660413824283704,Scaffold-1,0.3
1243,12.346938775510203,12.424020787048242,Scaffold-1,0.3
1245,1.0,0.0,Scaffold-1,0.3
1246,1.2325581395348837,0.4274625743754584,Scaffold-1,0.3
1248,2.25,0.9574271077563381,Scaffold-1,0.3
1252,4.108695652173913,7.457220992268918,Scaffold-1,0.3
1265,1.0,0.0,Scaffold-1,0.3
1268,1.4680851063829787,0.504374939460682,Scaffold-1,0.3
1269,1.5869565217391304,0.49782134039886416,Scaffold-1,0.3
1270,2.8222222222222224,5.959289497342055,Scaffold-1,0.3
1271,1.5,0.7407971974871922,Scaffold-1,0.3
1283,1.0,0.0,Scaffold-1,0.3
1284,1.0,0.0,Scaffold-1,0.3
1296,1.4615384615384615,0.5033822257076337,Scaffold-1,0.3
1299,1.0,0.0,Scaffold-1,0.3
1303,5.888888888888889,8.076676569141277,Scaffold-1,0.3
1306,1.088235294117647,0.3788057036804224,Scaffold-1,0.3
1309,1.0,0.0,Scaffold-1,0.3
1311,1.4489795918367347,0.7377111135633175,Scaffold-1,0.3
1317,6.16,10.25264525348837,Scaffold-1,0.3
1318,1.0,0.0,Scaffold-1,0.3
1319,8.217391304347826,5.8572388014158685,Scaffold-1,0.3
1323,9.714285714285714,11.3394591287827,Scaffold-1,0.3
1325,1.511111111111111,0.9681806326165264,Scaffold-1,0.3
1328,7.0,7.976528066771908,Scaffold-1,0.3
1334,24.137931034482758,3.3028573985374985,Scaffold-1,0.3
1350,1.530612244897959,0.7932538689979848,Scaffold-1,0.3
1362,1.0,0.0,Scaffold-1,0.3
1364,1.5319148936170213,0.8035536244595339,Scaffold-1,0.3
1370,1.368421052631579,0.6333545453261928,Scaffold-1,0.3
1380,1.511111111111111,0.5055250296034368,Scaffold-1,0.3
1381,3.693548387096774,8.259299199575718,Scaffold-1,0.3
1383,1.3513513513513513,0.48397751418246104,Scaffold-1,0.3
1385,1.5,1.224744871391589,Scaffold-1,0.3
1386,1.3333333333333333,0.47809144373375745,Scaffold-1,0.3
1395,1.4893617021276595,0.7481089325914554,Scaffold-1,0.3
1396,1.4285714285714286,0.6546536707079772,Scaffold-1,0.3
1403,1.0,0.0,Scaffold-1,0.3
1406,1.358974358974359,0.48597051498058946,Scaffold-1,0.3
1408,1.5208333333333333,0.6838434352771336,Scaffold-1,0.3
1409,1.4423076923076923,0.6977122711211273,Scaffold-1,0.3
1412,1.5098039215686274,0.5048781642974013,Scaffold-1,0.3
1417,1.0,0.0,Scaffold-1,0.3
1420,1.2666666666666666,0.44721359549995804,Scaffold-1,0.3
1431,1.032258064516129,0.17960530202677494,Scaffold-1,0.3
1439,1.0,0.0,Scaffold-1,0.3
1443,1.6538461538461537,0.7640094287636894,Scaffold-1,0.3
1445,1.45,0.6774764637788968,Scaffold-1,0.3
1449,1.441860465116279,0.5024855165595915,Scaffold-1,0.3
1450,1.3157894736842106,0.5253191132035963,Scaffold-1,0.3
1458,6.4,10.493924384118262,Scaffold-1,0.3
1459,1.032258064516129,0.17960530202677494,Scaffold-1,0.3
1461,1.4680851063829787,0.6203457601730364,Scaffold-1,0.3
1467,11.76,12.497444636763934,Scaffold-1,0.3
1477,1.0,0.0,Scaffold-1,0.3
1478,1.3404255319148937,0.47897516249850763,Scaffold-1,0.3
1481,23.344827586206897,7.441562153919054,Scaffold-1,0.3
1489,1.0,0.0,Scaffold-1,0.3
1491,1.5666666666666667,0.7217367628174831,Scaffold-1,0.3
1498,1.537037037037037,0.5033084115062474,Scaffold-1,0.3
1499,1.8181818181818181,1.0016820869752057,Scaffold-1,0.3
1503,1.393939393939394,0.49619766344887317,Scaffold-1,0.3
1504,1.0384615384615385,0.196116135138184,Scaffold-1,0.3
1506,1.0,0.0,Scaffold-1,0.3
1507,1.3777777777777778,0.5346574472113765,Scaffold-1,0.3
1510,1.0,0.0,Scaffold-1,0.3
1511,1.0,0.0,Scaffold-1,0.3
1512,1.0,0.0,Scaffold-1,0.3
1517,1.0,0.0,Scaffold-1,0.3
1527,1.0,0.0,Scaffold-1,0.3
1529,1.0833333333333333,0.28232985128663995,Scaffold-1,0.3
1530,1.0,0.0,Scaffold-1,0.3
1539,1.0,0.0,Scaffold-1,0.3
1543,1.0,0.0,Scaffold-1,0.3
1545,1.9782608695652173,0.8297022339981069,Scaffold-1,0.3
1549,1.3478260869565217,0.5256695753184303,Scaffold-1,0.3
1552,1.35,0.48304589153964794,Scaffold-1,0.3
1554,1.8409090909090908,0.9869657947038659,Scaffold-1,0.3
1558,1.0,0.0,Scaffold-1,0.3
1559,1.0,0.0,Scaffold-1,0.3
1564,1.6458333333333333,0.4833211052500624,Scaffold-1,0.3
1575,2.0,1.2649110640673518,Scaffold-1,0.3
1578,1.0,0.0,Scaffold-1,0.3
1579,1.0,0.0,Scaffold-1,0.3
1581,1.8333333333333333,1.1361250555480114,Scaffold-1,0.3
1583,1.5,0.816496580927726,Scaffold-1,0.3
1586,1.603448275862069,0.7933861512510634,Scaffold-1,0.3
1594,1.0,0.0,Scaffold-1,0.3
1595,1.0,0.0,Scaffold-1,0.3
1599,1.0,0.0,Scaffold-1,0.3
1605,1.8571428571428572,0.8997354108424372,Scaffold-1,0.3
1623,1.0,0.0,Scaffold-1,0.3
1624,1.0,0.0,Scaffold-1,0.3
1629,1.0,0.0,Scaffold-1,0.3
1633,1.5416666666666667,0.7706955502698025,Scaffold-1,0.3
1635,1.0,0.0,Scaffold-1,0.3
1636,1.0,0.0,Scaffold-1,0.3
1637,1.537037037037037,0.5033084115062474,Scaffold-1,0.3
1638,1.3571428571428572,0.4834937784152282,Scaffold-1,0.3
1640,1.0,0.0,Scaffold-1,0.3
1641,1.0,0.0,Scaffold-1,0.3
1643,1.7317073170731707,0.7424415884062004,Scaffold-1,0.3
1647,1.0740740740740742,0.2668802563418119,Scaffold-1,0.3
1653,1.0,0.0,Scaffold-1,0.3
1654,1.0,0.0,Scaffold-1,0.3
1655,1.0,0.0,Scaffold-1,0.3
7,1.0,0.0,Scaffold-1,0.3
13,1.0,0.0,Scaffold-1,0.3
19,1.0,0.0,Scaffold-1,0.3
22,1.0,0.0,Scaffold-1,0.3
24,1.4107142857142858,0.49641572439697296,Scaffold-1,0.3
29,1.0,0.0,Scaffold-1,0.3
31,1.55,0.5038314736557788,Scaffold-1,0.3
34,1.5714285714285714,0.4993502271458874,Scaffold-1,0.3
47,1.5740740740740742,0.49912572061109167,Scaffold-1,0.3
65,1.0,0.0,Scaffold-1,0.3
73,1.4642857142857142,0.5032362797401965,Scaffold-1,0.3
74,1.0,0.0,Scaffold-1,0.3
77,1.5106382978723405,0.5052911526399114,Scaffold-1,0.3
100,1.0,0.0,Scaffold-1,0.3
102,31.795180722891565,25.903083457165714,Scaffold-1,0.3
104,1.0,0.0,Scaffold-1,0.3
127,1.0,0.0,Scaffold-1,0.3
128,12.272727272727273,12.353873150481261,Scaffold-1,0.3
130,1.0,0.0,Scaffold-1,0.3
135,1.4833333333333334,0.503939284299098,Scaffold-1,0.3
140,1.0,0.0,Scaffold-1,0.3
145,1.490566037735849,0.5046949386828399,Scaffold-1,0.3
146,1.0,0.0,Scaffold-1,0.3
165,1.3829787234042554,0.4913686072930561,Scaffold-1,0.3
172,1.0,0.0,Scaffold-1,0.3
175,1.0,0.0,Scaffold-1,0.3
188,1.5178571428571428,0.5042031130613726,Scaffold-1,0.3
191,1.462962962962963,0.5033084115062474,Scaffold-1,0.3
208,1.0,0.0,Scaffold-1,0.3
215,1.0,0.0,Scaffold-1,0.3
221,1.0,0.0,Scaffold-1,0.3
223,1.441860465116279,0.5024855165595915,Scaffold-1,0.3
236,1.528301886792453,0.5039754872284372,Scaffold-1,0.3
305,1.5333333333333334,0.7567874686642695,Scaffold-1,0.3
311,6.345454545454546,14.19600645697935,Scaffold-1,0.3
314,11.688888888888888,18.05272860542168,Scaffold-1,0.3
322,1.0,0.0,Scaffold-1,0.3
335,1.0,0.0,Scaffold-1,0.3
344,7.280701754385965,16.46831848685412,Scaffold-1,0.3
349,2.688888888888889,5.3717367355032914,Scaffold-1,0.3
354,16.525,22.695292067988063,Scaffold-1,0.3
355,8.024390243902438,17.334197132947992,Scaffold-1,0.3
360,32.146341463414636,16.067919864764317,Scaffold-1,0.3
362,1.4772727272727273,0.6984579814112227,Scaffold-1,0.3
366,1.3958333333333333,0.4942039949782704,Scaffold-1,0.3
373,2.0,0.0,Scaffold-1,0.3
380,1.3488372093023255,0.4822428221704121,Scaffold-1,0.3
393,1.8095238095238095,0.8333914033193509,Scaffold-1,0.3
398,1.0,0.0,Scaffold-1,0.3
402,1.358974358974359,0.48597051498058946,Scaffold-1,0.3
407,1.0,0.0,Scaffold-1,0.3
409,1.0357142857142858,0.18898223650461365,Scaffold-1,0.3
412,4.173076923076923,8.514626755077439,Scaffold-1,0.3
413,1.0,0.0,Scaffold-1,0.3
444,32.5,28.915562524314844,Scaffold-1,0.3
448,13.166666666666666,12.797135096054378,Scaffold-1,0.3
450,2.6666666666666665,1.1547005383792515,Scaffold-1,0.3
452,1.0,0.0,Scaffold-1,0.3
462,1.3571428571428572,0.5328903502931349,Scaffold-1,0.3
469,1.0,0.0,Scaffold-1,0.3
471,1.0384615384615385,0.19611613513818402,Scaffold-1,0.3
480,1.1111111111111112,0.33333333333333337,Scaffold-1,0.3
488,4.6875,9.060450061622156,Scaffold-1,0.3
503,1.5,0.7313574508612273,Scaffold-1,0.3
506,1.4390243902439024,0.6343808196897538,Scaffold-1,0.3
526,2.1578947368421053,0.8861186483143605,Scaffold-1,0.3
528,1.0,0.0,Scaffold-1,0.3
529,1.236842105263158,0.4895784467034156,Scaffold-1,0.3
555,1.0,0.0,Scaffold-1,0.3
557,1.75,0.8121419014464815,Scaffold-1,0.3
563,1.0,0.0,Scaffold-1,0.3
567,1.4736842105263157,0.5037453706946006,Scaffold-1,0.3
576,30.878048780487806,19.869820233146577,Scaffold-1,0.3
577,1.0,0.0,Scaffold-1,0.3
578,1.6896551724137931,0.8063785124981437,Scaffold-1,0.3
579,1.608695652173913,0.7447075748108625,Scaffold-1,0.3
583,1.5777777777777777,0.6567443424294809,Scaffold-1,0.3
595,2.372549019607843,2.019512657189605,Scaffold-1,0.3
606,3.6153846153846154,8.992706949553233,Scaffold-1,0.3
621,6.354166666666667,16.80360850725963,Scaffold-1,0.3
622,1.2272727272727273,0.42391510578572117,Scaffold-1,0.3
623,5.355555555555555,6.657721271219795,Scaffold-1,0.3
642,1.619047619047619,0.7635725068956292,Scaffold-1,0.3
646,6.8478260869565215,13.61856150227712,Scaffold-1,0.3
654,1.0,0.0,Scaffold-1,0.3
656,11.148936170212766,24.57108474132557,Scaffold-1,0.3
657,1.5714285714285714,1.5118578920369092,Scaffold-1,0.3
680,7.304347826086956,13.050107816016766,Scaffold-1,0.3
685,3.3333333333333335,8.901981971385243,Scaffold-1,0.3
686,1.0,0.0,Scaffold-1,0.3
688,1.5405405405405406,0.7300911128297846,Scaffold-1,0.3
697,1.46875,0.5070073486774164,Scaffold-1,0.3
701,8.294117647058824,9.038349667161718,Scaffold-1,0.3
710,1.3055555555555556,0.4671765921511567,Scaffold-1,0.3
717,10.933333333333334,15.635623661137641,Scaffold-1,0.3
721,1.2647058823529411,0.4478110755198991,Scaffold-1,0.3
724,1.0,0.0,Scaffold-1,0.3
729,1.7755102040816326,0.8481672919312798,Scaffold-1,0.3
739,1.0,0.0,Scaffold-1,0.3
748,1.4545454545454546,0.5036862005093147,Scaffold-1,0.3
769,1.0303030303030303,0.17407765595569785,Scaffold-1,0.3
772,4.722222222222222,10.139436675704864,Scaffold-1,0.3
791,1.0,,Scaffold-1,0.3
792,1.0,0.0,Scaffold-1,0.3
799,10.707317073170731,16.121792552999533,Scaffold-1,0.3
805,1.4,0.6700593942604899,Scaffold-1,0.3
817,1.2,0.6324555320336759,Scaffold-1,0.3
824,1.4444444444444444,0.6344412685745154,Scaffold-1,0.3
829,1.0,0.0,Scaffold-1,0.3
840,1.0344827586206897,0.1856953381770519,Scaffold-1,0.3
843,1.3265306122448979,0.515903540000487,Scaffold-1,0.3
853,1.1785714285714286,0.4755948656056709,Scaffold-1,0.3
855,1.8125,0.8418887074576312,Scaffold-1,0.3
860,1.849056603773585,1.0812426329690215,Scaffold-1,0.3
862,1.2222222222222223,0.4216370213557839,Scaffold-1,0.3
865,1.1794871794871795,0.3887764119844716,Scaffold-1,0.3
866,1.4473684210526316,0.5038966228735667,Scaffold-1,0.3
868,1.03125,0.1767766952966369,Scaffold-1,0.3
869,1.0,0.0,Scaffold-1,0.3
893,1.7291666666666667,0.7646326703505257,Scaffold-1,0.3
902,1.121212121212121,0.33143398263980844,Scaffold-1,0.3
907,1.2857142857142858,0.4583492485141057,Scaffold-1,0.3
908,1.380952380952381,0.49150743499231975,Scaffold-1,0.3
925,1.0,0.0,Scaffold-1,0.3
934,18.75609756097561,16.992322513130567,Scaffold-1,0.3
938,1.0384615384615385,0.19611613513818402,Scaffold-1,0.3
942,5.1568627450980395,9.886096396494642,Scaffold-1,0.3
957,1.0,0.0,Scaffold-1,0.3
972,11.4,11.74690357454864,Scaffold-1,0.3
976,4.9,6.65749368923638,Scaffold-1,0.3
998,1.5333333333333334,0.6941312425025846,Scaffold-1,0.3
1003,1.5,0.6103679378930738,Scaffold-1,0.3
1004,1.7959183673469388,0.8159756899139902,Scaffold-1,0.3
1007,3.5,3.599463897704378,Scaffold-1,0.3
1021,1.325,0.47434164902525683,Scaffold-1,0.3
1022,1.40625,0.6652370423996586,Scaffold-1,0.3
1026,6.4,7.3019530619224415,Scaffold-1,0.3
1037,1.5849056603773586,0.8420205155583742,Scaffold-1,0.3
1048,1.0333333333333334,0.18257418583505533,Scaffold-1,0.3
1055,4.770833333333333,8.495905355017701,Scaffold-1,0.3
1066,1.2083333333333333,0.5089773777040516,Scaffold-1,0.3
1067,2.75,2.0615528128088303,Scaffold-1,0.3
1068,1.0,0.0,Scaffold-1,0.3
1070,6.585365853658536,10.034878199948661,Scaffold-1,0.3
1082,3.395348837209302,3.78052361505476,Scaffold-1,0.3
1087,2.8,2.16794833886788,Scaffold-1,0.3
1102,7.269230769230769,2.801367905466861,Scaffold-1,0.3
1104,1.75,0.9047803329982324,Scaffold-1,0.3
1106,5.320754716981132,10.310139864950091,Scaffold-1,0.3
1110,1.6111111111111112,0.8027729719194864,Scaffold-1,0.3
1124,6.705882352941177,11.878205449725238,Scaffold-1,0.3
1126,3.7450980392156863,5.915549466465147,Scaffold-1,0.3
1131,1.6153846153846154,0.8148420775438835,Scaffold-1,0.3
1133,1.2580645161290323,0.4448027229745693,Scaffold-1,0.3
1134,1.441860465116279,0.6655583256397217,Scaffold-1,0.3
1142,1.0,0.0,Scaffold-1,0.3
1154,2.0,1.1547005383792515,Scaffold-1,0.3
1158,4.3125,2.75,Scaffold-1,0.3
1159,1.3333333333333333,0.8876253645985945,Scaffold-1,0.3
1160,1.0,0.0,Scaffold-1,0.3
1161,1.7857142857142858,3.966126413789496,Scaffold-1,0.3
1171,25.825,7.857341822322643,Scaffold-1,0.3
1172,1.4054054054054055,0.497742652128334,Scaffold-1,0.3
1178,1.5434782608695652,0.8355044182110836,Scaffold-1,0.3
1184,19.891304347826086,14.722965071040948,Scaffold-1,0.3
1194,1.225,0.42290206176626033,Scaffold-1,0.3
1208,4.304347826086956,8.164610803046118,Scaffold-1,0.3
1210,1.0,0.0,Scaffold-1,0.3
1216,1.1875,0.39655776945626603,Scaffold-1,0.3
1218,3.2181818181818183,6.2677626378835125,Scaffold-1,0.3
1226,1.2954545454545454,0.4615215208036401,Scaffold-1,0.3
1227,4.909090909090909,9.195090150469666,Scaffold-1,0.3
1229,1.5454545454545454,0.502518907629606,Scaffold-1,0.3
1232,1.0,0.0,Scaffold-1,0.3
1234,1.0,0.0,Scaffold-1,0.3
1237,5.571428571428571,9.537207837377423,Scaffold-1,0.3
1249,1.5909090909090908,0.7569271360030363,Scaffold-1,0.3
1250,1.8703703703703705,0.847778368516435,Scaffold-1,0.3
1251,1.0,0.0,Scaffold-1,0.3
1260,1.5576923076923077,0.7518203148505772,Scaffold-1,0.3
1274,1.5208333333333333,0.6838434352771336,Scaffold-1,0.3
1276,1.0,0.0,Scaffold-1,0.3
1280,1.0,0.0,Scaffold-1,0.3
1285,1.0,0.0,Scaffold-1,0.3
1286,1.3636363636363635,0.685087300188445,Scaffold-1,0.3
1293,1.489795918367347,0.7394381025366445,Scaffold-1,0.3
1300,1.4411764705882353,0.5039947372613783,Scaffold-1,0.3
1310,1.6382978723404256,0.7350105564132077,Scaffold-1,0.3
1335,4.0,8.276472678623424,Scaffold-1,0.3
1341,1.0,0.0,Scaffold-1,0.3
1342,1.375,0.4902903378454601,Scaffold-1,0.3
1348,1.0,0.0,Scaffold-1,0.3
1351,3.3333333333333335,6.609222207023923,Scaffold-1,0.3
1353,1.3076923076923077,0.7510676161988107,Scaffold-1,0.3
1367,1.0,0.0,Scaffold-1,0.3
1368,1.3611111111111112,0.48713610757321957,Scaffold-1,0.3
1373,1.3611111111111112,0.48713610757321957,Scaffold-1,0.3
1387,1.0,0.0,Scaffold-1,0.3
1390,1.0357142857142858,0.18898223650461365,Scaffold-1,0.3
1398,1.0476190476190477,0.21821789023599242,Scaffold-1,0.3
1402,1.0,0.0,Scaffold-1,0.3
1405,1.0,0.0,Scaffold-1,0.3
1410,1.0,0.0,Scaffold-1,0.3
1422,1.0,0.0,Scaffold-1,0.3
1423,1.3333333333333333,0.6513389472789296,Scaffold-1,0.3
1427,1.0,0.0,Scaffold-1,0.3
1430,1.0,0.0,Scaffold-1,0.3
1451,1.5217391304347827,0.7814269123364458,Scaffold-1,0.3
1472,1.372093023255814,0.5783085275572238,Scaffold-1,0.3
1485,1.0,0.0,Scaffold-1,0.3
1496,1.5777777777777777,0.6904836542364176,Scaffold-1,0.3
1497,1.6595744680851063,0.7597652882614429,Scaffold-1,0.3
1513,1.5769230769230769,0.8006407690254356,Scaffold-1,0.3
1518,1.0606060606060606,0.24230584229877994,Scaffold-1,0.3
1522,1.0,0.0,Scaffold-1,0.3
1523,1.6153846153846154,0.4912507507890747,Scaffold-1,0.3
1541,1.4,0.6875516509523286,Scaffold-1,0.3
1546,1.530612244897959,0.7665409539050118,Scaffold-1,0.3
1547,1.631578947368421,0.7136148037936548,Scaffold-1,0.3
1556,1.0,,Scaffold-1,0.3
1584,1.8076923076923077,1.1032654123717225,Scaffold-1,0.3
1587,1.0,0.0,Scaffold-1,0.3
1589,1.6226415094339623,0.7397092748646287,Scaffold-1,0.3
1590,1.5365853658536586,0.8971499589146107,Scaffold-1,0.3
1592,1.3773584905660377,0.4893643873724845,Scaffold-1,0.3
1597,1.1304347826086956,0.34435022157509093,Scaffold-1,0.3
1611,1.5526315789473684,0.7604183919841166,Scaffold-1,0.3
1631,1.7,0.9741558354989898,Scaffold-1,0.3
1642,1.0,0.0,Scaffold-1,0.3
1646,1.3214285714285714,0.4755948656056709,Scaffold-1,0.3
9,1.5862068965517242,0.4968138046017152,Scaffold-1,0.3
18,1.4423076923076923,0.5015060275070905,Scaffold-1,0.3
21,1.5294117647058822,0.5041008302500835,Scaffold-1,0.3
25,1.0,0.0,Scaffold-1,0.3
64,1.5740740740740742,0.49912572061109167,Scaffold-1,0.3
84,1.0,0.0,Scaffold-1,0.3
90,1.564102564102564,0.502356122102941,Scaffold-1,0.3
93,1.3793103448275863,0.48945319317801955,Scaffold-1,0.3
107,1.0,0.0,Scaffold-1,0.3
112,1.5357142857142858,0.5032362797401965,Scaffold-1,0.3
133,1.0,0.0,Scaffold-1,0.3
139,1.6756756756756757,0.4745789978762495,Scaffold-1,0.3
158,1.5,0.5052911526399113,Scaffold-1,0.3
161,1.3877551020408163,0.4922874554317936,Scaffold-1,0.3
169,1.0,0.0,Scaffold-1,0.3
174,1.425531914893617,0.4997686791456114,Scaffold-1,0.3
201,1.38,0.4903143514780146,Scaffold-1,0.3
202,1.0,0.0,Scaffold-1,0.3
205,1.0,0.0,Scaffold-1,0.3
214,1.6140350877192982,0.49114974312875154,Scaffold-1,0.3
228,1.0,0.0,Scaffold-1,0.3
333,1.6666666666666667,0.7213357077339458,Scaffold-1,0.3
340,1.162162162162162,0.3736838766118223,Scaffold-1,0.3
341,1.0,0.0,Scaffold-1,0.3
342,1.0,0.0,Scaffold-1,0.3
343,1.3243243243243243,0.47457899787624946,Scaffold-1,0.3
382,1.0,0.0,Scaffold-1,0.3
384,1.553191489361702,0.5025375018797696,Scaffold-1,0.3
434,13.057142857142857,18.022768046757605,Scaffold-1,0.3
438,9.222222222222221,16.757277499831204,Scaffold-1,0.3
441,28.05128205128205,11.109381331840595,Scaffold-1,0.3
445,16.34,17.98708153205562,Scaffold-1,0.3
463,1.375,0.48924605479008165,Scaffold-1,0.3
470,1.125,0.3535533905932738,Scaffold-1,0.3
481,1.0384615384615385,0.19611613513818402,Scaffold-1,0.3
482,1.4137931034482758,2.2283440581246223,Scaffold-1,0.3
502,1.36,0.662709343128183,Scaffold-1,0.3
516,1.1794871794871795,0.3887764119844716,Scaffold-1,0.3
521,1.3225806451612903,0.4751909633114914,Scaffold-1,0.3
543,2.975,6.3629033044309615,Scaffold-1,0.3
544,1.0,0.0,Scaffold-1,0.3
569,12.588235294117647,17.70313727898862,Scaffold-1,0.3
572,1.0,0.0,Scaffold-1,0.3
596,1.35,0.48304589153964794,Scaffold-1,0.3
607,1.3333333333333333,0.4771187236136979,Scaffold-1,0.3
637,9.11320754716981,15.6077648049327,Scaffold-1,0.3
641,2.63265306122449,3.7952485510998955,Scaffold-1,0.3
643,1.0,0.0,Scaffold-1,0.3
666,1.4838709677419355,0.8112117578838661,Scaffold-1,0.3
687,1.558139534883721,0.7336252313453001,Scaffold-1,0.3
691,1.8095238095238095,0.8621610748180847,Scaffold-1,0.3
694,1.6818181818181819,0.8003698933451718,Scaffold-1,0.3
731,29.209302325581394,13.258524911731111,Scaffold-1,0.3
756,15.384615384615385,10.636618439234452,Scaffold-1,0.3
779,1.0,0.0,Scaffold-1,0.3
816,2.4489795918367347,4.668427753224294,Scaffold-1,0.3
825,1.2702702702702702,0.45022516889074815,Scaffold-1,0.3
834,8.975,15.703155815443678,Scaffold-1,0.3
841,1.0,0.0,Scaffold-1,0.3
845,1.6666666666666667,0.7393691004272944,Scaffold-1,0.3
886,1.6981132075471699,0.8454608588578582,Scaffold-1,0.3
891,7.5,0.7071067811865476,Scaffold-1,0.3
894,2.6,4.726136227021353,Scaffold-1,0.3
896,1.2,0.9247553264475438,Scaffold-1,0.3
898,21.333333333333332,34.35597958628648,Scaffold-1,0.3
911,1.6666666666666667,1.1547005383792517,Scaffold-1,0.3
930,1.0,0.0,Scaffold-1,0.3
939,1.032258064516129,0.17960530202677494,Scaffold-1,0.3
983,1.5,0.7313574508612273,Scaffold-1,0.3
987,2.769230769230769,4.25471081303584,Scaffold-1,0.3
996,1.56,0.7602362683228612,Scaffold-1,0.3
1008,3.5,5.101793987098308,Scaffold-1,0.3
1039,6.117647058823529,11.079074074711352,Scaffold-1,0.3
1074,2.611111111111111,4.838589638059276,Scaffold-1,0.3
1077,1.0,0.0,Scaffold-1,0.3
1080,1.0714285714285714,0.262265264156481,Scaffold-1,0.3
1089,24.651162790697676,8.100216695896922,Scaffold-1,0.3
